-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     1800.0000     579.0438      515.8044      -1207.0602    957.1470      721.8299      -948.0882     
     2000.0000     574.0319      631.2412      -1404.6870    1017.9641     837.2667      -1145.7150    
     2200.0000     562.8255      745.0021      -1613.8059    1072.1855     951.0277      -1354.8339    
     2400.0000     549.1207      856.2028      -1833.1719    1120.5728     1062.2283     -1574.1999    
     2600.0000     537.5277      964.7892      -2061.7064    1164.0368     1170.8147     -1802.7344    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE P-NC40H80_T
 ====================================================================================================
   Elemental Composition:
     C 40.0000
     H 80.0000
   Formation Enthalpy at 298K =          -202.9096 kcal/mol
   Formation Free Gibbs Energy at 298K = -257.8485 kcal/mol
   Molecular Weight =                    561.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      288.4607      -202.3333     -258.2191     186.2860      0.5762        -0.3706       
     600.0000      388.1754      -100.6172     -351.0103     417.3218      102.2924      -93.1618      
     800.0000      446.9505      -16.9639      -446.7590     537.2438      185.9456      -188.9105     
     1000.0000     496.1088      77.5191       -564.9369     642.4560      280.4287      -307.0884     
     1200.0000     534.0848      180.7313      -702.9963     736.4397      383.6409      -445.1478     
     1400.0000     560.5545      290.3832      -858.8793     820.9018      493.2928      -601.0308     
     1600.0000     576.4353      404.2444      -1030.7931    896.8984      607.1540      -772.9446     
     1800.0000     583.8858      520.3925      -1217.1317    965.2912      723.3021      -959.2832     
     2000.0000     586.3062      637.4607      -1416.4610    1026.9609     840.3703      -1158.6126    
     2200.0000     588.3380      754.8863      -1627.5348    1082.9187     957.7959      -1369.6863    
     2400.0000     595.8641      873.1594      -1849.3275    1134.3696     1076.0690     -1591.4791    
     2600.0000     616.0089      994.0705      -2081.0773    1182.7492     1196.9801     -1823.2288    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE P-NC40H78
 ====================================================================================================
   Elemental Composition:
     C 40.0000
     H 78.0000
   Formation Enthalpy at 298K =          -188.6295 kcal/mol
   Formation Free Gibbs Energy at 298K = -245.3043 kcal/mol
   Molecular Weight =                    559.0640 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      304.7387      -188.0207     -245.6867     192.2200      0.6088        -0.3824       
     600.0000      402.1719      -81.8286      -342.0442     433.6926      106.8009      -96.7399      
     800.0000      461.3068      4.6315        -441.4883     557.6498      193.2611      -196.1840     
     1000.0000     512.2984      102.1504      -564.0910     666.2414      290.7799      -318.7867     
     1200.0000     552.5656      208.8351      -707.2260     763.3843      397.4647      -461.9217     
     1400.0000     579.8891      322.3129      -868.7978     850.7934      510.9425      -623.4935     
     1600.0000     592.4114      439.8032      -1046.9453    929.2178      628.4328      -801.6410     
     1800.0000     588.6375      558.1903      -1239.9054    998.9420      746.8198      -994.6011     
     2000.0000     567.4340      674.0954      -1445.9460    1060.0207     862.7250      -1200.6417    
     2200.0000     528.0298      783.9497      -1663.3339    1112.4016     972.5792      -1418.0296    
     2400.0000     470.0156      884.0659      -1890.3207    1155.9944     1072.6954     -1645.0164    
     2600.0000     393.3444      970.7113      -2125.1399    1190.7120     1159.3408     -1879.8356    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE P-NC40H78_A
 ====================================================================================================
   Elemental Composition:
     C 40.0000
     H 78.0000
   Formation Enthalpy at 298K =          -201.2001 kcal/mol
   Formation Free Gibbs Energy at 298K = -257.7647 kcal/mol
   Molecular Weight =                    559.0640 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      304.6343      -200.5915     -258.1464     191.8497      0.6086        -0.3817       
     600.0000      403.2384      -94.2715      -354.4134     433.5699      106.9286      -96.6487      
     800.0000      463.0077      -7.5266       -453.8723     557.9322      193.6735      -196.1076     
     1000.0000     514.0803      90.3500       -576.5726     666.9226      291.5501      -318.8079     
     1200.0000     554.0224      197.3617      -719.8756     764.3644      398.5618      -462.1109     
     1400.0000     581.2259      311.1078      -881.6651     851.9807      512.3080      -623.9003     
     1600.0000     594.9086      428.9488      -1060.0713    930.6376      630.1489      -802.3066     
     1800.0000     595.1142      548.1710      -1253.3573    1000.8490     749.3711      -995.5926     
     2000.0000     582.7121      666.1521      -1459.8744    1063.0133     867.3522      -1202.1097    
     2200.0000     559.3978      780.5265      -1678.0530    1117.5362     981.7266      -1420.2883    
     2400.0000     527.6923      889.3500      -1906.4114    1164.9006     1090.5501     -1648.6467    
     2600.0000     490.9426      991.2653      -2143.5758    1205.7081     1192.4654     -1885.8111    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH4
