------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
         Reaction order of species NC16H30(L)         equal to 1.0000


     22. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC30H62(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 12.5NC30H61(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) 
         k:       3.260000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC30H62(L)         equal to 1.0000


     23. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC30H60(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC30H59(L) 
         k:       3.260000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


     24. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC30H58(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC30H57(L) 
         k:       3.260000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


     25. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC45H92(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 12.5NC45H91(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) 
         k:       4.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H92(L)         equal to 1.0000


     26. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC45H90(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC45H89(L) 
         k:       4.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


     27. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC45H88(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC45H87(L) 
         k:       4.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


     28. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC60H122(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 12.5NC60H121(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) 
         k:       6.520000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


     29. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC60H119(L) 
         k:       6.520000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


     30. 45.725P-HDPE-P(L) + 59P-NC40H81(L) + 12.5NC60H118(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 12.5NC60H117(L) 
         k:       6.520000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


     31. 12.5P-HDPE-P(L) + 81.8625P-NC40H81(L) + 22.8625P-NC40H79(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + 12.5P-NC40H79-P(L) + 59P-NC40H80_T(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) 
         k:       1.710000e+15	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 2.0000
         Reaction order of species P-NC40H79(L)       equal to 1.0000
